a,"第一个字母 A; 一个; 第一的
art. "
smell,"n. 味道, 气味, 嗅觉, 嗅, 臭味, 气息
vt. 闻, 探出, 察觉, 发出...的气味
vi. 嗅, 散发气味, 发臭"
smile,"n. 微笑, 喜色, 笑容
vi. 微笑, 觉得好笑
vt. 微笑着表示"
smoke,"n. 烟, 雾气, 烟熏剂, 抽烟, 烟色
vi. 吸烟, 冒烟, 弥漫
vt. 以烟熏, 抽烟而导致..."
smoking,"n. 抽烟, 冒烟
"
smooth,"a. 平滑的, 平稳的, 流畅的, 和蔼的, 安祥的, 圆滑的, 调匀的, 无毛的
vt. 使光滑, 烫平, 使平和, 消除
vi. 变平滑, 变平静
n. 一块平地, 平滑部分"
snap,"vt. 使突然中断, 猛咬, 争夺, 拉断, 使有啪啪声, 厉声说, 突然射击, 用快照拍摄
vi. 咬, 扑, 抓, 折断, 劈啪地响, 厉声说, 砰然关上
n. 猛咬, 猛扑, 劈啪声, 申斥, 快照, 活力, 一般时期的寒冷天气, 揿钮
a. 突然的, 装搭扣的
adv. 猛地
"
snow,"n. 雪, 积雪, 下雪, 雪花形干扰
vi. 下雪, 似雪般落下
vt. 使雪白, 用雪覆盖, 使像雪般落下"
so,"adv. 如此, 如是, 如...那样
conj. 所以, 因此
pron. 这样"
soap,"n. 肥皂, 阿谀
vt. 以肥皂洗, 阿谀
"
so-called,adj. 所谓的
social,"a. 社会的, 群居的, 社交的
n. 联欢会"
society,n. 社会；社交界；交往；社团
sock,"n. 短袜, 鞋垫, 一击
vt. 重击, 猛投, 给...穿袜
vi. 打击
adv. 正着地, 不偏不倚地
a. 非常成功的"
soft,"a. 软的, 温和的, 柔和的, 柔滑的, 温柔的, 软弱的, 坡度小的, 笨的, 纸币的
n. 柔软的东西, 笨人, 纸币
adv. 柔软地, 温和地"
software,"n. 软件
"
soil,"n. 土壤, 土地, 国家, 国土, 温床, 污物, 粪便, 水池
vt. 弄脏, 污辱
vi. 变脏"
soldier,"n. 军人, 士兵, 兵蚁
vi. 从军, 尽职, 偷懒, 磨洋工"
sole,"n. 脚掌, 鞋底, 底部
a. 唯一的, 仅有的, 单独的, 独身的
vt. 上鞋底, 触底"
solicitor,"n. (英)律师, 初级律师, (美)法务官, (美)掮客, 游说者, (美)募捐者
"
solid,"n. 固体
a. 坚硬的, 稳固的, 固体的, 实心的, 纯质的, 立体的, 立方的
"
solution,"n. 解决, 解答, 溶液
"
solve,"vt. 解决, 付给, 溶解
vt. 求解
vi. 求解
"
some,"pron. 一些, 一部分, 若干
adv. 大约
a. 一些的, 少许的, 某一的"
somebody,"n. 了不起的人, 大人物
pron. 有人, 某人"
somehow,adv. 不知何故
someone,"pron. 有人, 某人"
something,"pron. 某事, 某物"
sometimes,"adv. 有时, 时常, 往往"
somewhat,"n. 某物, 几分
adv. 多少, 几分"
somewhere,"adv. 到某处, 在某处"
son,"n. 儿子, 女婿, 子孙
"
song,"n. 歌, 曲, 鸣声, 歌唱, 歌曲, 诗歌"
soon,"adv. 不久, 早, 快, 宁可"
sore,"a. 悲伤的, 痛的, 引起痛苦的
n. 痛处, 溃疡, 疮"
sorry,"a. 难过的, 悲哀的, 遗憾的"
sort,"n. 种类, 方式, 品质, 态度, 举止
vt. 分类, 排序, 挑选
vi. 交往, 协调
"
soul,"n. 灵魂, 心灵, 精神, 精髓, 人, 化身, 典型, 鬼魂
a. 黑人的"
sound,"n. 声音, 语音, 吵闹, 声调, 听力范围, 探条, 海峡
a. 健全的, 可靠的, 合理的, 健康的, 彻底的, 资金充实的
adv. 彻底地, 充分地
vi. 发出声音, 回响, 测深, 试探, 听起来
vt. 使发声, 宣告, 听诊, 测...深, 试探
"
soup,"n. 汤, 马力
vt. 加速, 增加马力"
source,"n. 来源, 水源, 根源, 原始资料, 源
"
south,"n. 南方, 南
a. 南的, 向南的
adv. 在南方
vi. 转向南方"
southern,"n. 南方人, 男风
a. 向南方的, 来自南方的"
space,"n. 位置, 空间, 距离, 太空, 空白, 间隔, (期刊等的)篇幅
vt. 隔开, 分隔
vi. 留间隔
"
spare,"n. 剩余, 备用品, 备件, 备用零件, 备用轮胎
a. 多余的, 备用的, 空闲的, 节约的, 瘦的
vi. 节约, 省掉, 宽恕
vt. 节约, 省用, 剩下, 饶恕, 赦免"
speak,"vi. 说, 说话, 演说, 发言
vt. 说, 讲, 说出"
speaker,"n. 说话人, 讲演者, 发言人, 喇叭, 扬声器
"
special,"n. 专辑, 专车, 号外, 特别的东西, 负有特别任务的人员
a. 特别的, 专门的, 特殊的, 额外的, 附加的, 特别亲密的"
specialist,"n. 专门医师, 专家
a. 专业的, 专家的"
species,"n. 种, 类, 外形
"
specific,"n. 特效药, 特性
a. 特殊的, 明确的, 具有特效的, 特定地, 具体地"
specifically,"adv. 特定地, 明确地, 按特性"
specify,"vt. 详列, 指定, 说明
"
speech,"n. 演讲, 说话, 谈话, 言语, 引语, 民族语言
"
speed,"n. 速率, 速度, 迅速
vi. 加速, 超速, 快进
vt. 快速传送, 促进, 使加速
"
spell,"n. 符咒, 魅力, 轮值, 轮班, 工作时间, 一次发作
vt. 拼写, 拼成, 琢磨, 理解, 招致, 轮换, 迷住
vi. 轮换, 拼字"
spelling,"n. 拼, 拼字, 拼法
"
spend,"vt. 花费, 浪费, 度过, 消耗, 消磨
vi. 花费, 用尽"
spill,"n. 溢出, 溅出, 摔下, 溢出量, 木片, 小塞子
vt. 使溢出, 使散落, 洒, 使流出, 倒出, 使摔下
vi. 溢出, 涌流, 摔下"
spin,"n. 旋转, 自旋, 疾驰, 情绪低落
vt. 纺织, 纺, 使旋转, 编造
vi. 纺纱, 吐丝, 作茧, 结网, 旋转, 自旋, 疾驰"
spirit,"n. 精神, 心灵, 灵魂, 态度, 志气, 人格, 情绪, 心情, 烈酒
vt. 诱拐, 鼓励, 鼓舞"
spiritual,"a. 精神上的, 神圣的, 崇高的, 高尚的, 鬼的, 招魂术的
n. 有关教会的事"
spite,"n. 恶意, 怨恨, 使人烦恼的事物
vt. 故意刁难, 欺侮"
split,"n. 劈开, 裂片, 裂缝, 分裂, 派系, 派别, 柳条
a. 劈开的
vi. 分离, 分开, 裂开, 被劈开
vt. 劈开, 切开, 使分裂, 使分离
"
spoil,"n. 战利品, 赃物, 奖品, 变质, 次品
vt. 损坏, 破坏, 溺爱
vi. 腐坏, 掠夺"
spokesman,"n. 发言人, 代言者"
spoon,"n. 匙, 调羹, 匙形工具
vt. 以匙舀起, 调情, 使成匙状"
sport,"n. 运动, 游戏, 娱乐, 消遣, 玩笑
a. 运动的, 户外穿戴的
vi. 游戏, 参加体育运动, 戏弄, 产生变种
vt. 炫耀, 使产生变种"
spot,"n. 污点, 地点, 斑点, 点, 娱乐场所, 处境, 少量
a. 当场的, 现场的, 现货买卖的, 现金交易的, 抽样的
vt. 点缀, 玷污, 认出, 准确定...的位, 用灯光照射
vi. 玷污, (从空中)侦察敌方目标"
spray,"n. 水沫, 浪花, 水花, 喷雾, 喷雾器, 小树枝
vt. 喷雾, 扫射, 喷射
vi. 喷, 溅开"
spread,"n. 传播, 散布, 伸展
a. 双唇展开的, 伸展的
vt. 展开, 铺开, 传播, 推广, 伸出, 涂, 敷, 延伸
vi. 展开, 扩大, 传开, 延伸
"
spring,"n. 春天, 弹簧, 跳跃, 弹性, 活力, 泉, 源泉
a. 春天的
vi. 跳, 弹跳, 涌出, 生长, 裂开, 高耸
vt. 使跳起, 使爆炸, 突然提出"
squad,"n. 班, 小队, 小集团
vt. 编成班"
square,"n. 正方形, 街区, 广场, 平方, 直角尺
a. 正方形的, 正直的, 公正的, 平方的, 方正的, 结清的
adv. 成直角地, 对准地
vi. 一致, 符合, 结清
vt. 使成方形, 使平方自乘, 调正, 结清, 使一致"
squeeze,"n. 紧握, 挤, 榨, 榨取, 佣金
vt. 紧握, 挤, 榨取
vi. 压榨, 榨"
stable,"n. 马房, 牛棚
a. 稳定的, 安定的, 坚固的, 坚定的
vt. 赶入马房
vi. 被关在马厩"
staff,"n. 全体人员, 工作班子, 棍棒, 杆, 拐杖, 支柱, 权杖
a. 职员的, 雇员的, 参谋的
vt. 为...配备人员"
stage,"n. 阶段, 舞台, 场所, 戏剧, 站, 驿站, 级, 层, 脚手架
vt. 上演, 表演, 筹划
vi. 适于上演, 乘驿车旅行"
stair,"n. 梯级, 楼梯, 阶梯"
stake,"n. 桩, 炮烙刑, 木柱, 赌注, 奖金
vt. 打桩, 用桩撑, 下赌注, 资助
vi. 打赌"
stall,"n. 厩, 停车处, 牧师职位, 货摊, 托辞, 拖延
vt. 关入厩, 停顿, 推托, 支吾, 使陷于泥中
vi. 被关在厩内, 陷于泥中, 停止, 支吾"
stamp,"n. 印, 邮票, 打印器, 戳子, 图章, 印花税票, 标志, 特征, 类型, 跺脚
vt. 盖章于, 顿足, 贴上邮票, 铭刻, 捣碎, 扑灭
vi. 捣碎, 跺脚"
stand,"n. 站立, 站住, 停顿, 讲台, 看台, 立场, 法院证人席
vi. 站, 立, 坐落, 停滞, 位于, 坚持, 维持原状
vt. 忍受, 使站立, 抵挡"
standard,"n. 标准, 规格, 旗, 军旗, 本位
a. 标准的, 合规格的
"
star,"n. 星, 恒星, 星形物, 运气, 明星
vt. 以星状物装饰, 用星号标, 使成为明星
vi. 变成明星"
stare,"vi. 注视, 凝视, 瞪视, 显眼
vt. 盯
n. 凝视"
start,"n. 惊起, 出发, 开端, 起点, 吃惊, 有利条件
vi. 开始, 出发, 启动, 跳起, 吃惊, 出现, 松动, 脱落, 起价, 参赛
vt. 使惊起, 开动, 发动, 启动, 开始, 创办, 提议, 使松动, 使脱落, 起用
"
starve,"v. (使)饿死, (使)挨饿"
state,"n. 州, 状态, 情形, 国家, 政府, 领土, 国务, 社会地位
a. 国家的, 正式的, 礼仪用的, 州的
vt. 说明, 陈述, 规定
"
statement,"n. 陈述, 指令, 声明
"
station,"n. 车站, 站, 局, 驻地, 位置, 身分, 地位
vt. 安置, 配置, 驻扎
"
statistic,"n. 统计量
a. 统计的, 统计学的"
status,"n. 状态, 情形, 地位, 要人身份
"
stay,"n. 停留, 逗留, 制止, 延缓, 停止, 支柱, 支撑物, 支索
vt. 制止, 延缓, 坚持, 支持, 支撑, 用支索固定
vi. 停留, 逗留, 暂停, 坚持, 中止"
steady,"a. 稳定的, 不动摇的, 沉着的, 稳固的, 坚定的, 经常的
vt. 使稳定, 使坚定
vi. 变为沉着, 稳固"
steak,"n. 牛排, 鱼排, 肉排"
steal,vt. 剽窃；偷偷地做；偷窃；vi. 窃取；偷偷地行动；[棒球]偷垒；n. [口]偷窃；便宜货；偷垒；[篮球]断球
steam,"n. 蒸汽, 精力
a. 蒸汽的
vi. 蒸发, 行驶, 发怒
vt. 蒸, 煮, 散发"
steel,"n. 钢, 钢制品, 钢铁, 坚硬, 坚固
a. 钢的, 钢制的, 钢铁业的, 坚强的
vt. 使坚强, 钢化, 使冷酷"
steep,"n. 浸渍, 悬崖
a. 险峻的, 陡峭的, 急剧升降的, 夸大的
v. 浸, 泡"
step,"n. 步骤, 步, 步幅, 脚步声, 踏级, 步伐, 短距离, 步态, 手段, 等级
vt. 踏, 以步测量, 跨步, 使成阶梯状
vi. 跨步, 轻快地走, 跳舞, 踩, 踏上, 行走
"
stick,"n. 棍, 棒, 刺, 枯枝, 茎, 条状物
vt. 插进, 刺入, 钉住, 伸出, 粘贴, 停止
vi. 粘住, 停留, 坚持, 陷住, 伸出"
stiff,"a. 坚硬的, 严厉的, 呆板的, 生硬的, 刚强的, 强烈的, 粘的, 稠的, 艰难的
n. 死尸, 醉鬼, 钞票
vt. 不肯付...小费"
still,"n. 蒸馏室, 寂静, 剧照
v. 蒸馏, (使)平静, (使)静止
a. 静止的, 不动的, 静寂的, 不起泡的, 静物摄影的
adv. 仍然, 更, 静止地
conj. 然而, 但是"
stir,"n. 骚动, 轰动, 搅动, 监狱
vt. 移动, 摇动, 激起, 惹起, 搅拌
vi. 走动, 传播, 搅拌"
stock,"n. 树干, 祖先, 血统, 原料, 备料, 库存, 牲畜, 股票, 股份, 保留剧目
a. 存货的, 常备的, 平凡的, 普通的, 股票的, 保留剧目的, 繁殖用的
vt. 装把手于, 进货, 备有, 放牧
vi. 出新芽, 备货, 囤积"
stomach,"n. 胃, 食欲, 欲望, 肚子
vt. 吃下, 忍受"
stone,"n. 石头, 宝石, 果核, 纪念碑, 结石
vt. 投扔石子, 铺石头
a. 石的, 石制的, 完全的"
stop,"n. 停止, 车站, 逗留, 填塞, 障碍, (风琴的)音栓
vi. 停止, 被塞住
vt. 塞住, 堵塞, 阻止, 击落, 停止, 终止, 断绝"
storage,"n. 存储器, 储藏, 保管, 库存, 仓库
"
store,"n. 商店, 贮藏, 仓库, 备用品, 存储器
vt. 储存, 贮藏, 供给
vi. 贮藏
a. 贮藏的, 现成的
"
storm,"n. 暴风雨, 骚动, 风波, 风暴, 猛攻
vi. 起风, 猛冲, 怒吼
vt. 猛攻"
story,"n. 故事, 小说, 传奇, 描述, 阅历, 经历, 层"
straight,"n. 直线, 直
a. 直的, 笔直的, 正直的, 直接的, 连续的, 整齐的
adv. 直接地, 立即, 不断地"
straightforward,"a. 笔直的, 率直的, 明确的, 简单的, 直接的"
strain,"n. 紧张, 拉紧, 张力, 过劳, 扭伤, 血缘, 种, 族, 气质, 曲调, 旋律, 口吻
vt. 使劳累, 拉紧, 过分使用, 扭伤, 滥用, 曲解, 滤
vi. 尽力, 努力, 紧拉, 弯曲, 被滤出"
strange,"a. 奇怪的, 陌生的, 生疏的, 不熟悉的, 不可思议的, 外行的, 外地的, 异乡的"
stranger,"n. 陌生人, 门外汉
"
strategic,"a. 战略的, 战略上的
"
strategy,"n. 战略, 策略
"
straw,"n. 稻草, 麦管, 吸管, 一文不值的东西, 草帽
a. 稻草的, 稻草色的, 琐碎的, 无价值的"
strawberry,n. 草莓
stream,"n. 水流, 小河, 流出, 趋势, 人潮
vt. 流出, 流动, 展开
vi. 流, 涌, 飘扬
"
street,"n. 街道, 马路, 街区
a. 街道的"
strength,"n. 力量, 实力, 强度, 浓度, 人数, 抵抗力
"
strengthen,"vt. 加强, 变坚固
vi. 变强, 股票上涨"
stress,"n. 压力, 紧迫, 强调, 重音, 重点, 应力
vt. 加压力于, 着重, 重读"
stretch,"n. 伸展, 张开, 连绵, 一段路, 一段时间
a. 可伸缩的, 弹性的
vt. 伸展, 张开, 曲解, 使过度伸展
vi. 伸展, 延伸
"
strict,"a. 严厉的, 绝对的, 详尽的, 严格的, 精确的
"
strike,"n. 罢工, 打击, 殴打
vt. 打, 撞击, 冲击, 侵袭, 取消, 结算, 打掉, 罢工, 刺透, 使生根, 遇见
vi. 打, 打击, 抓, 罢工, 搏动, 触礁, 敲, 响, 穿透, 打动"
string,"n. 线, 细绳, 一串, 字符串
vt. 串起, 成串, 收紧, 缚, 扎
vi. 成一串
"
strip,"n. 长条, 条状, 带, 脱衣舞
vt. 脱衣, 被剥去, 剥夺, 拆卸
vi. 脱衣服"
stroke,"n. 笔划, 打, 中风, 抚, 摩, 冲程
vt. 划尾桨, 抚, 摩, 划去
"
strong,"a. 强壮的, 坚固的, 坚强的, 强烈的, 有力的, 优良的
adv. 强劲地, 有力地, 猛烈地"
strongly,"adv. 强有力地, 坚强地, 激烈地"
structure,"n. 结构, 构造, 建筑物
vt. 构成, 组织"
struggle,"n. 斗争, 努力, 奋斗
vi. 努力, 奋斗, 挣扎"
student,"n. 学生, 研究者, 学者"
studio,"n. 工作室, 画室, 演播室, 电影制片厂"
study,"n. 学习, 研究, 学科, 论文, 求学, 书房, 试作
vt. 学习, 读书, 研究, 考虑, 计划
vi. 学习, 思索"
stuff,"n. 原料, 要素, 东西, 材料, 素质, 织品, 废物, 废话
vt. 装填
vi. 狼吞虎咽"
stupid,"a. 愚蠢的, 麻木的"
style,"n. 风格, 时尚, 文体, 风度, 字体, 类型
vt. 称呼, (根据新款式)设计, 使合潮流
n. 风格, 样式
"
subject,"n. 科目, 主题, 臣民, 主语, 题目, (事物的)经受者, 学科, 受治疗者, 原因, 理由
a. 服从的, 易患...的, 隶属的, 受支配的
adv. 在...条件下
vt. 使隶属, 使受到
"
submit,"vt. 使服从, 使受到, 委托, 提交, 认为
vi. 屈服, 服从"
subsequent,"a. 后来的, 接下去的
"
subsequently,"adv. 后来, 随后"
substance,"n. 物质, 实质, 主旨, 资产, 本质, 牢固
"
substantial,"n. 重要材料(或事物), 有实际价值的东西
a. 实质上的, 物质的, 有内容的, 结实的"
succeed,"vi. 成功, 继承, 继续
vt. 继承, 接替"
success,"n. 成功, 成就, 胜利"
successful,"a. 成功的, 一帆风顺的, 顺利的
"
successfully,"adv. 成功, 结果良好, 有成就"
such,"a. 如此的, 这样的"
suck,"vt. 吸, 吮, 吸入, 吮吸, 吸收
vi. 吸, 吸奶
n. 吸, 吸入, 吮吸"
sudden,"n. 突然, 忽然
a. 突然的, 意外的, 快速的"
suddenly,"adv. 突然, 意外, 忽然, 迅速, 即席作成, 即刻, 急速"
suffer,"vt. 遭受, 经历, 忍受
vi. 受痛苦, 受损害"
sufficient,"a. 充分的, 足够的
"
sugar,"n. 糖, 糖块, 甜言蜜语
vt. 加糖于, 使甜蜜, 粉饰, 美化
vi. 制成糖"
suggest,"vt. 提议, 建议, 促成, 暗示, 启发, 使人想起
"
suggestion,"n. 提议, 意见
"
suit,"n. 套装, 诉讼, 请求, 起诉, 套, 组
vt. 适合, 使适应
vi. 合适, 相称"
suitable,"a. 适当的, 相配的
"
sum,"n. 总数, 总和, 金额, 概要, 顶点
vt. 总计, 概括
vi. 合计
"
summer,"n. 夏季, 全盛时期
vi. 避暑, 过夏天
"
sun,"n. 太阳, 日, 日光, 阳光
vt. 晒
vi. 晒太阳"
super,"n. 跑龙套角色, 冗员, 特级品, 特大号, 管理人
a. 上等的, 特大的, 超级的, 极好的, 十分的, 过分的
adv. 非常"
supermarket,"n. 超级市场
"
supper,n. 晚餐
supply,"n. 补给, 供给, 供应品
vt. 补给, 供给, 提供, 补充
vi. 替代"
support,"n. 支持, 支撑, 援助, 供养, 支撑物
vt. 支援, 支撑, 帮助, 支持, 忍受, 供养, 证实
"
supporter,"n. 支持者, 后盾, 迫随者, 护身织物
"
suppose,"vt. 推想, 假设, 以为, 想像, 假定
vi. 料想"
sure,"a. 确信, 必然的, 必定的
adv. 当然, 确实地, 无疑地"
surely,"adv. 的确地, 安全地
"
surface,"n. 面, 表面, 水面, 外表, 平面
a. 表面的, 外观的, 肤浅的, 水面上的
vt. 使成平面, 使浮出水面
vi. 浮出水面, 呈现, 在地面上工作"
surgery,"n. 外科, 手术, 手术室, 换球术"
surprise,"n. 惊奇, 奇袭, 诧异
vt. 使惊奇, 撞见, 奇袭"
surprised,a. 感到惊讶的
surprising,a. 令人惊讶的
surprisingly,"adv. 使人惊奇, 出人意外, 惊人, 令人惊讶"
surround,"vt. 包围, 环绕, 围绕
n. 围绕物"
survey,"n. 纵览, 视察, 测量, 俯瞰, 调查
vt. 审视, 视察, 俯瞰, 通盘考虑
vi. 测量土地"
survival,"n. 生存, 残存, 幸存者
a. 赖以生存的"
survive,"vt. 比...活得长, 生存, 生还, 幸免于
vi. 活下来, 幸存"
suspect,"n. 被怀疑者, 嫌疑犯
a. 令人怀疑的, 不可信的, 可疑的
v. 怀疑, 猜想"
suspicion,"n. 怀疑, 觉察, 嫌疑
"
suspicious,"a. 可疑的, 多疑的, 怀疑的
"
sustain,"vt. 承受, 支持, 供养, 继续, 忍受, 蒙受, 证实, 准许
"
swap,"n. 以货易货
v. 交换, 替换, 交易
"
swear,"vt. 发誓, 咒骂, 使宣誓
vi. 发誓, 诅咒
n. 诅咒, 誓言"
sweep,"n. 扫除, 打扫, 肃清, 视野, 范围, 全胜
vt. 扫除, 掸去, 猛拉, 扫荡, 肃清, 冲走, 刮起, 环视, 掠过, 扫射
vi. 扫, 打扫, 袭击, 席卷, 扫视, 掠过"
sweet,"n. 甜蜜, 糖果, 情人
a. 甜的, 芳香的, 悦耳的, 漂亮的, 和蔼的, 不咸的, 灵活的, 轻快的"
swim,"n. 游泳, 漂浮, 潮流, 眩晕
vi. 游泳, 游, 漂浮, 浸, 覆盖, 充溢, 大量拥有, 旋转, 眩晕
vt. 游过, 使浮起"
swimming,"n. 游泳, 眩晕"
swing,"n. 摇摆, 振幅, 音律, 节奏, 涨落, 秋千, 旋转, 行动自由
vi. 摇摆, 悬挂, 旋转, 大摇大摆地走, 转向
vt. 挥舞, 使旋转, 使转向, 悬挂, 吊运
a. 旋转的, 悬挂的, 强节奏爵士音乐的"
switch,"n. 开关, 电闸, 转换, 软枝, 鞭子, 道岔
vt. 转变, 切换, 摆动, 转换, 使转轨
vi. 转换, 变换, 摆动
"
symbol,"n. 符号, 象征, 代号, 信条
"
sympathy,"n. 同情, 赞同, 怜悯, 慰问, 吊唁
"
system,"n. 系统, 体系, 制度, 方式, 秩序, 分类原则
"
table,"n. 桌子, 餐桌, 工作台, 铭文, 表格, 表, 高原, 平地层
vt. 搁置, 嵌合, 制表, 把...列入议事日程
"
tablet,"n. 平板, 门牌, 笔记簿, 碑, 匾, 药片
"
tackle,"n. 工具, 复滑车, 滑车, 装备, 扭倒
vt. 固定, 处理, 抓住
vi. 扭倒"
tail,"n. 尾部, 后部, 辫子, 随员, 特务, 燕尾服, 踪迹, 限定继承(权)
a. 在后面的, 从后面而来的, 限定继承的, 尾部的, 后部的
vt. 为...装尾, 附于其后, 尾随, 使搭牢, 跟踪, 监视
vi. 跟踪, 船尾搁浅"
take,"vt. 拿, 取, 抓, 带领, 获得, 就座, 接受, 吃, 吸引, 采取, 乘, 需要, 花费
vi. 吃掉对方棋子, 抓住, 起作用, 依法获得财产
n. 拿, 取, 收成, 奏效"
tale,"n. 故事, 谎言, 谣言, 陈述, 叙述
"
talent,"n. 天才, 才能, 有才干的人, 天资"
talk,"n. 谈话, 交谈, 会谈, 讲话, 演讲, 空谈, 谣言, 方言, 语言
vi. 讲话, 演讲, 说话, 谈话, 交流, 闲聊, 说闲话
vt. 讲, 说, 讨论, 谈论
"
tall,"a. 高的, 长的, 夸大的
adv. 夸大地"
tank,"n. 槽, 箱, 柜, 罐, 池塘, 储水池, 坦克
vt. 储于箱中"
tap,"n. 轻打, 水龙头
vt. 轻打, 轻敲, 敲打出, 选择, 装上嘴子, 使流出, 开发, 分接, 向...乞讨
vi. 轻叩, 轻拍, 啪塔啪塔地走
"
tape,"n. 带子, 录音带, 磁带, 窄带, 卷尺
vt. 以带子绑起, 测量, 录音
"
target,"n. 目标, 靶子, 指标
vt. 对准, 订指标"
task,"n. 工作, 任务, 作业, 困难的工作
vt. 派给...工作, 使辛劳
"
taste,"n. 味道, 品味, 味觉, 感受, 体验, 爱好, 审美, 少量
vt. 尝, 察觉...的味道, 体会
vi. 品尝, 察觉味道, 有某种味道"
tax,"n. 税, 税款, 重负, 会费
vt. 课以税, 使负重荷, 斥责"
taxi,"n. 出租车
vi. 乘出租车
vt. 用出租车送"
tea,"n. 茶, 茶叶
"
teach,"vt. 教, 讲授, 教导, 教育
vi. 教书, 教学, 可以教"
teacher,"n. 教师, 老师, 导师"
teaching,"n. 教学, 学说, 教导"
team,"n. 队, 组
vt. 把马(牛)套在同一辆车上, 把...编成一组
vi. 驾驶卡车, 协作"
tear,"n. 泪滴, 眼泪, 撕, 扯, 裂缝, 激怒, 飞奔
vi. 流泪, 撕破, 赶快, 飞奔, 被撕破
vt. 撕裂, 戳破, 拉掉, 撕掉, 使分裂, 使精神不安, 折磨"
technical,"a. 技术上的, 专门的, 工业的, 严格根据法律的
"
technique,"n. 技巧, 技术, 方法
"
technology,"n. 技术, 工业技术, 术语
"
telephone,"n. 电话, 电话机
v. 打电话"
television,"n. 电视
"
tell,"vt. 告诉, 说, 吩咐, 断定, 知道
vi. 讲述, 泄密, 告发, 表明"
telly,n. 电视
temperature,"n. 温度, 发烧, 热度
"
temporary,"a. 暂时的, 临时的
n. 临时工, 临时雇员
"
tend,"vi. 走向, 有某种的倾向, 易于, 照顾, 注意
vt. 照料, 护理"
tendency,"n. 趋向, 倾向
"
tennis,n. 网球
tension,"n. 紧张, 不安, 拉紧, 张力, 压力, 电压
vt. 拉紧, 使紧张"
tent,"n. 帐篷, 帷幕, 住处, 塞条, 塞子
vi. 住帐蓬, 宿营, 暂时居住
vt. 用帐篷遮盖, 使住帐篷, 用塞条嵌入"
term,"n. 术语, 专有名词, 期限, 学期, 任期, 条件, 价钱, 关系, 地位, 项, 界石
vt. 称, 呼
"
terrible,"a. 可怕的, 令人恐惧的, 极坏的"
terribly,"adv. 可怕地, 甚为, 非常"
territory,"n. 领土, 领地, 版图, 地区, 活动范围
"
terror,"n. 恐怖, 可怕的人
"
terrorist,"n. 恐怖分子
"
test,"n. 测试, 试验, 化验, 检验, 考验, 甲壳
vt. 测试, 试验, 化验
vi. 接受测验, 进行测试"
text,"n. 文本, 正文, 课文, 主题, 圣经文句, 乐谱
"
than,"conj. 比, 除...外
prep. 比"
thank,"n. 谢意, 感谢
vt. 谢谢, 感谢"
thanks,"n. 感谢, 谢意, 谢忱
interj. 谢谢, 谢谢你"
that,"a. 那, 那个
conj. 以致, 因为
pron. 那
adv. 那么, 那样"
the,art. 那
theatre,"n. 戏院, 电影院, 剧场, 全体观众, 戏剧, 戏剧效果, 阶梯式讲堂, 场所"
their,pron. 他们的
theirs,pron. 他们的
them,"pron. 他们, 她们, 它们"
theme,"n. 主题, 话题, 题目"
themselves,"pron. 他们自己, 她们自己, 它们自己"
then,"adv. 然后, 当时
conj. 然后, 当时
n. 那时"
theoretical,"a. 理论的, 理论上的, 假设的, 推理的
"
theory,"n. 理论, 学说, 原理, 意见, 推测
"
there,adv. 在那里
therefore,"adv. 因此, 所以"
they,"pron. 他们, 它们"
thick,"a. 厚的, 粗壮的, 浓的, 迟钝的, 浑浊的, 多雾的, 过分的, 口齿不清的
adv. 厚地, 密地, 浓浓地
n. 最浓处, 最厚处, 最密集处
"
thin,"a. 薄的, 细的, 瘦的, 稀疏的, 稀薄的, 淡的, 弱的, 空洞的
vt. 使变薄, 使变细, 使稀少, 使淡
vi. 变薄, 变细, 变少, 变淡
adv. 薄地, 稀疏地, 微弱地
n. 细小部分"
thing,"n. 事物, 东西, 物, 用品, 事, 事件, 情况, 行为, 特征"
think,"vt. 想, 考虑, 想起, 想像, 打算, 认为
vi. 思考, 料想
n. 想法
a. 思想的"
this,"pron. 这, 本
a. 这, 本
adv. 这么"
though,"adv. 然而, 可是
conj. 虽然, 纵然"
thought,"n. 想法, 思想, 思维, 关心, 挂念
think的过去式和过去分词"
threat,"n. 恐吓, 恶兆, 威胁
"
threaten,"vt. 恐吓, 威胁, 预示...的凶兆
vi. 威胁, 恫吓, 可能来临"
three,"num. 三, 三个"
throat,"n. 咽喉, 喉咙, 嗓音
vt. 用喉音说, 开沟于"
through,"adv. 穿越, 从头至尾, 到底, 因为
prep. 经过, 穿过
a. 对穿的, 直达的, 完结的"
throughout,"adv. 到处, 贯穿全部地, 自始至终
prep. 遍及, 在各处
"
throw,"vt. 投, 掷, 抛, 发射, 摔下, 匆匆穿上(或脱下), 抛弃, 摆脱
vi. 丢, 掷, 抛
n. 投掷, 掷骰子, 冒险"
thus,"adv. 如此, 因此, 到如此程度
"
ticket,"n. 票, 券, 车票, 标签, 入场券, 证明书
vt. 加标签于, 为...购票"
tidy,"n. 椅子的背罩, 装杂物的容器
a. 整齐的, 有条理的
vt. 弄整齐, 收拾, 整理
vi. 整理, 收拾"
tie,"n. 带子, 线, 鞋带, 领带, 领结, 关系, 束缚, 平局, 不分胜负
vt. 系, 打结, 扎, 约束, 与...成平局
vi. 结合, 打结, 不分胜负"
