a,"第一个字母 A; 一个; 第一的
art. "
civility,"n. 礼貌, 礼仪"
clamor,"n. 喧闹, 叫嚷, 大声的要求
v. 喧嚷, 大声地要求"
clamp,"n. 夹钳
vt. 夹紧, 强加"
clearance,"n. 清除, 间隙
"
clemency,"n. 仁慈, 宽厚, 仁厚"
clench,"n. 牢牢抓住, 钉紧, 敲弯钉尖
vt. 紧握, 牢牢地抓住, 确定, 敲弯
vi. 握紧, 钉牢"
cliche,"n. 陈腔滥调, 凸印版
a. 陈腐的"
clinch,"n. 钉牢
v. 敲弯, 用臂钳住"
clip,"n. 修剪, 夹子, 回形针, 剪下来的东西
vt. 修剪, 痛打, 夹牢, 剪报
vi. 剪报"
closet,"n. 壁橱, 小室
a. 秘密的, 空谈的
vt. 把...关入小室"
clown,"n. 小丑, 乡下人"
cluster,"n. 串, 丛, 群, 簇
vi. 成串, 丛生
vt. 使聚集
"
clutch,"n. 抓紧, 掌握, 离合器, 一窝小鸡
vt. 抓住, 踩汽车离合器踏板
vi. 抓
"
clutter,"n. 杂乱
vt. 弄乱, 使凌乱"
coax,"vt. 哄, 诱骗, 耐心地摆弄
vi. 哄骗
"
coerce,"vt. 强制, 强迫"
coercive,"a. 强制的, 强压的, 强迫的
"
cogent,"a. 使人首肯的, 使人信服的, 中肯切题的
"
cognition,"n. 认识, 认识力, 认识的结果
"
cognitive,"a. 认知的, 认识的"
coherence,"n. 黏合(性), 连贯性, 一致性
"
cohesive,"a. 黏合在一起的
"
cohort,n. 一群；步兵大队；支持者；共同特点的一群人
coincidence,"n. 巧合, 同时发生
"
collaborate,"vi. 合作, 勾结
"
collaboration,"n. 合作, 勾结
"
collaborator,"n. 合干者, 合作者, 通敌者
"
colloquium,n. 讨论会
collude,"vi. 共谋, 串通, 勾结"
collusion,"n. 共谋, 勾结
"
colossal,"a. 巨大的, 巨像似的"
column,"n. 专栏, 圆柱, 纵队, 列, 柱形物
"
commence,"v. (使)开始, 得学位"
commencement,"n. 开始, 毕业典礼
"
commend,"vt. 嘉奖, 委托给, 推荐"
commentary,"n. 注释, 评论, 说明
"
commitment,"n. 委托, 交押, 承担义务, 赞助
"
commonsense,"a. 有常识的, 一望而知的, 明明白白的"
commotion,"n. 骚动, 暴乱
"
commute,"vt. 交换, 折偿, 减轻
vi. 代偿, 经常乘车来往"
compact,"a. 紧凑的, 紧密的, 简洁的
vt. 使紧密结合, 压缩
vi. 变坚实"
compartment,"n. 分隔间, 卧车包房, 防水舱隔
"
compassionate,"a. 慈悲的, 富于同情心的, 照顾性的
vt. 怜悯, 同情"
compelling,"a. 强制的, 强迫性的, 激发兴趣的"
compile,"vt. 编译, 编辑, 编纂, 收集
"
complacency,"n. 满足, 自鸣得意, 自满"
complacent,"a. 满足的, 自满的, 得意的"
complementary,"a. 补充的, 补足的
"
complexion,"n. 肤色, 情况, 局面
"
compliance,"n. 遵从, 顺从, 屈从
"
complicity,"n. 同谋, 串通, 复杂
"
comprehensible,a. 可理解的
compulsion,"n. 强迫, 强制
"
compulsive,"a. 强制的, 强迫的
"
compunction,"n. 良心的责备, 后悔, 悔恨"
concede,"vt. 承认, 退让
vi. 让步"
conceit,"n. 自负, 空想, 狂妄"
conceivable,"a. 想得到的, 可想象的, 可理解的"
concerted,"a. 商定的, 协定的, 一致的
"
concession,"n. 特许, 让步, 认可
"
conciliate,"vt. 安抚, 说服, 博得...的支持, 调和
"
conclusive,"a. 决定性的, 确定性的, 最后的
"
concurrence,"n. 赞同, 意见一致, 协力
"
condolence,"n. 哀悼, 吊唁"
condone,"vt. 赦, 宽恕
"
conducive,"a. 有益于...的, 有助于...的, 助长的"
conduct,"n. 行为, 举动, 指导
vt. 为人, 指挥, 管理, 实施
vi. 领导, 传导, 指挥"
confer,"vt. 授予, 带来
vi. 协商"
confide,"vt. 吐露, 委托
vi. 信赖"
conformity,"n. 遵照, 适合, 一致, 相似
"
confound,"vt. 使混淆, 使狼狈, 挫败"
confrontation,n. 对抗；对质；面对
congenital,"a. 天生的, 先天的
"
congestion,"n. 拥挤, 充血
"
congregate,"v. (使)集合, (使)聚集
a. 集合在一起的, 集体的"
conjure,"vt. 念咒文召唤, 变戏法, 想象
vi. 变戏法, 施魔法"
connotation,"n. 含蓄, 内涵"
conscript,"a. 被征入伍的, 被征召的
n. 征兵
vt. 征召"
consequent,"n. 随后发生的事情, 结果
a. 作为结果的, 合乎逻辑的"
consequential,"a. 作为结果的, 随之发生的, 推论的, 间接的, 重大的, 自大的, 傲慢的, 自傲的
"
conservation,"n. 保护, 保存
"
conservative,"a. 保守的, 守旧的, 有保存力的
"
console,"vt. 安慰, 藉慰
n. 控制台
"
consolidation,"n. 巩固, 团结, 合并, 加强
"
conspicuous,"a. 显著的, 显眼的, 出众的"
conspiracy,"n. 同谋, 阴谋, 阴谋集团
"
conspire,"vi. 阴谋, 协力, 共谋
vt. 图谋"
consternation,"n. 惊愕, 恐怖, 惊惶失措"
constituent,"n. 成分, 选民, 构成物
a. 构成的, 组织的, 选举的"
constraint,"n. 强制, 约束
"
constrict,"vt. 压缩, 束紧, 使收缩
vi. 收缩"
constructive,"a. 建设性的, 构造上的
"
consultation,"n. 请教, 咨询, 磋商会
"
contagious,"a. 触染性的, 会蔓延的
"
contaminate,"vt. 弄污, 弄脏, 污染, 毒害
"
contamination,"n. 污染, 污物
"
contemplate,"vt. 注视, 沉思, 盘算
vi. 冥思苦想"
contemporary,"n. 同时代的人
a. 同时代的, 属于同一时期的"
contemptuous,"a. 轻蔑的, 鄙视的, 瞧不起人的"
contention,"n. 争论, 争辩, 所持的论点
"
continually,"adv. 不断地, 频繁地"
contrariwise,"adv. 反之亦然, 顽固地"
contrive,"v. 发明, 设计, 图谋"
convene,"vt. 集合, 召集, 召唤
vi. 聚集, 集合"
convention,"n. 大会, 协定, 惯例, 约定
"
conventional,"a. 传统的, 习惯的, 约定的
"
converge,"vi. 聚合, 集中于一点
vt. 使集合"
convert,"n. 皈依者, 改变宗教信仰者
vt. 使改变信仰, 转换, 兑换, 倒置
vi. 皈依
"
convict,"n. 囚犯, 罪犯
vt. 宣告有罪, 使知罪"
convincing,"a. 使人信服的, 有力的, 令人心悦诚服的"
cooperation,"n. 合作, 协力, 配合
"
copious,"a. 很多的, 丰富的, 内容丰富的"
cordial,"n. 兴奋剂, 补品
a. 热忱的, 诚恳的, 有兴奋作用的"
cordiality,"n. 热诚, 真挚"
corporate,"a. 社团的, 合伙的, 公司的
"
correlate,"n. 有相互关系的东西, 相关物
vt. 使有相互关系
vi. 相关"
correlation,"n. 相互关系, 相关, 关联
"
corrode,"vt. 使腐蚀, 侵蚀, 破坏
vi. 被侵蚀, 起腐蚀作用"
cosmos,"n. 宇宙, 秩序, 和谐, 大波斯菊
"
countenance,"n. 面容, 面部表情, 支持, 镇定"
counteract,"vt. 抵消, 阻碍, 中和
"
counterfeit,"n. 赝品, 伪造品
a. 假冒的, 假装的
v. 仿造, 伪装, 假装"
counterpart,"n. 副本, 复本, 配对物, 相应物
"
courageous,"a. 勇敢的, 大胆的, 有胆量的"
courteous,"a. 彬彬有礼, 谦恭的"
courtesy,"n. 礼貌, 谦恭, 好意
"
coverage,"n. 覆盖的范围, 保险总额, 新闻报导
"
crack,"n. 裂缝, 爆裂声
v. (使)爆裂, (使)裂开, (使)发出爆裂声
a. 第一流的
adv. 啪地一声"
cradle,"n. 摇篮, 发祥地, 孩提时代
vt. 放在摇篮内, 抚育
vi. 刈割"
crafty,"a. 狡诈的, 诡计多端的, 巧妙的"
cram,"vt. 塞满, 填满, 猛吃
vi. 贪吃
n. 极度拥挤, 死记硬背"
crawl,"n. 爬行, 匍匐而行, 养鱼池
v. 爬行"
credence,"n. 信任, 祭器台, 供桌, 凭证
"
credible,"a. 可信的, 可靠的
"
credulous,"a. 轻信的, 易受骗的"
creed,"n. 宗教信条, 教义, 纲领"
creep,"n. 爬, 徐行, 蠕动
vi. 爬, 蔓延, 潜行"
cringe,"n. 畏缩, 奉承
vi. 畏缩, 抖缩, 阿谀"
crisp,"a. 脆的, 新鲜的, 活泼的
v. (使)烘脆, (使)拳曲, (使)起皱
n. 松脆物"
criteria,"pl. 标准
"
criterion,"n. 标准, 准则, 规范
"
crook,"n. 钩, 弯曲部分, 坏蛋
vt. 使弯曲, 诈骗
vi. 弯曲"
crouch,"n. 蹲伏, 蜷缩
vi. 蹲下, 蜷着, 缩着
vt. 低头"
crude,"a. 天然的, 未成熟的, 粗糙的, 粗鲁的
n. 天然的物质"
cruise,"n. 巡航, 巡弋, 漫游
v. 巡航, 巡弋, 漫游"
crumble,"v. (使)粉碎, (使)成为碎屑, 瓦解, 崩溃, 败落"
crumple,"vt. 弄皱, 压皱
vi. 崩溃, 变皱"
crunch,"v. 嘎吱嘎吱的咬嚼, 压碎, 嘎吱嘎吱地踏过
n. 咬碎, 咬碎声"
crush,"n. 压碎, 粉碎, 群众, 迷恋
vt. 压破, 征服, 塞, 弄皱, 榨出
vi. 被压碎, 起皱, 挤"
crushing,"a. 碾碎的, 压倒的
"
culminate,"vi. 到绝顶, 达于极点, 达到高潮
vt. 使到绝顶, 使达到高潮"
culprit,"n. 犯人, 罪犯, 刑事被告
"
cultivation,"n. 教化, 培养, 耕作
"
cumulative,"a. 累积的
"
curative,"a. 治病的, 有疗效的
n. 药物, 治疗法"
curator,"n. 管理者, 经理, 主管人, 掌管者, 馆长, 大学学监, 监护人, 保护人
"
curdle,"vt. 使凝结, 使凝固, 使变质
vi. 凝结, 凝固, 变质"
cursory,"a. 匆匆忙忙的, 草率的, 粗略的"
curtail,"vt. 缩减, 剥夺, 简略
"
custodian,"n. 管理人, 保管人, 监护人
"
custody,"n. 监护, 拘留, 监禁
"
cynical,"a. 愤世嫉俗的, 讽刺的, 冷嘲的"
cynicism,n. 犬儒主义
dazzling,"a. 眼花缭乱的, 耀眼的"
deadlock,"n. 僵局, 停顿
v. (使)停顿, (使)相持不下
"
debase,"vt. 贬低, 降低"
debris,"n. 碎片, 残骸
"
deceive,"v. 欺骗, 行骗"
deception,"n. 欺骗, 诡计
"
deceptive,"a. 迷惑的, 虚伪的, 欺诈的"
decode,"vt. 解码, 译解
"
decompose,"v. 分解, (使)腐烂"
decrease,"n. 减少, 减少量
v. 减少"
dedicate,"vt. 献出, 贡献"
dedication,"n. 奉献, 献身, 献辞
"
deduce,"vt. 推论, 演绎出
"
deduct,"vt. 扣除, 减去
"
deface,"vt. 损伤外观
"
defame,"vt. 诽谤, 中伤, 破坏名誉
"
defective,"a. 有缺陷的, 欠缺的
n. 有缺陷的人, 不完全变化词"
defer,"vi. 推迟, 延期, 听从
vt. 使推迟, 使延期"
deference,"n. 顺从, 尊重"
deficiency,"n. 缺乏, 不足
"
deficient,"a. 不足的, 不充分的, 有缺陷的"
deficit,"n. 赤字, 不足额
"
deflect,"vt. 转移, 使偏斜
vi. 偏斜"
deform,"vt. 使残缺, 使变形
vi. 变形"
deft,"a. 敏捷熟练的, 灵巧的"
defuse,"vt. 去掉...的引信, 平息"
defy,"vt. 藐视, 挑衅, 使落空
n. 挑战"
degenerate,"a. 堕落的
vi. 退化, 堕落
vt. 使变质, 使退化"
degradation,"n. 降格, 堕落, 退化
"
degrade,"v. (使)降级, (使)退化"
dehydrate,"vt. (使)脱水
"
deliberately,adv. 故意地
delinquent,"n. 行为不良的人, 违法者
a. 怠忽的, 有过失的"
delirious,"a. 神志昏迷的, 发狂的
"
delusive,"a. 困惑的, 迷惑的, 欺瞒的"
demanding,"a. 要求高的, 费力的"
demolish,"vt. 毁坏, 破坏, 粉碎"
deplete,"vt. 耗尽, 使衰竭
"
deplore,"vt. 悲悼, 哀叹, 对...深感遗憾"
depreciate,"vi. 贬值
vt. 降价, 贬低"
depreciation,"n. 价值减低, 减价, 跌落, 贬低, 折旧
"
depressed,"a. 沮丧的, 降低的
"
depressing,"a. 抑压的, 沉闷的, 阴沉的"
deregulate,[法] 解除管制
dereliction,"n. 玩忽职守, 抛弃物
"
descent,"n. 降落, 家系, 侵袭, 血统
"
deserted,"a. 被遗弃的, 废弃的
"
destine,"vt. 注定, 预定"
detain,"vt. 扣留, 扣押, 耽搁
"
deter,"vt. 制止, 吓住, 威慑"
deteriorate,v. (使)恶化
deterioration,"n. 恶化, 衰退, 退化
"
deterrent,"a. 制止的, 威慑的, 遏制的
n. 威慑力量(或因素), 制止物"
detest,"vt. 厌恶, 憎恨"
detour,"n. 绕路, 迂回
v. (使)绕道"
detrimental,a. 有害的
devaluation,"n. 降低价值, 贬值
"
devastate,"vt. 毁坏
"
devastating,"a. 毁灭性的, (非正式)很好的, 引人注目的"
deviation,"n. 背离
"
devious,"a. 偏僻的, 迂回的"
devoid,"a. 全无的, 缺乏的"
devour,"vt. 吞食, 挥霍, 吞没"
didactic,"a. 教训的, 说教的, 教导的, 教诲的
"
differentiate,"v. 区别, 区分"
diffident,"a. 无自信的, 谦虚谨慎的, 羞怯的"
diffuse,"v. 散播, 传播
a. 散开的, 弥漫的"
diffusion,"n. 散播, 传播, 蔓延
"
dignified,"a. 有尊严的, 高尚的"
dilute,"vt. 冲淡, 稀释
a. 淡的, 稀释的"
diplomat,"n. 外交官, 有外交手腕的人
"
disapprove,v. 不赞成
discern,"v. 辨别, 看清楚, 了解"
discernible,"a. 看得清的, 可看出的, 可辨别的, 辨别得出的
"
discerning,"a. 有眼力的, 敏锐的, 有辨别能力的, 有洞察力的"
disclosure,"n. 揭发, 泄露, 揭发(或暴露)的事实
"
discontent,n. 不满
discord,"n. 不调和, 不和
vi. 不一致, (声音)刺耳"
discourse,"n. 谈话, 演讲
vi. 谈话, 讲述"
discourteous,"a. 失礼的, 无礼貌的"
discourtesy,"n. 无礼, 无礼貌, 粗鲁的言行"
discredit,"n. 无信用, 丢脸, 不名誉
vt. 不信, 怀疑, 使丢脸"
discreet,"a. 小心的, 慎重的"
discrepancy,"n. 不符合, 差异, 不相符之处
"
discrete,"a. 不连续的, 离散的
"
discrimination,"n. 差别, 岐视, 辨别力
"
disdain,"n. 蔑视
vt. 蔑视, 鄙弃"
disgrace,"n. 耻辱, 不名誉
vt. 使受耻辱, 使失体面"
disinterested,"a. 无私欲的, 廉洁的, 公平的"
dislodge,"vt. 逐出, 使移动, 驱逐
vi. 离开原位"
dismal,"a. 阴沉的, 凄凉的, 令人忧郁的
n. 低落的情绪, 沼泽"
dismantle,"vt. 拆除...的设备, 分解, 去除覆盖物"
disorganized,a. 无组织的；紊乱的
disparage,"vt. 蔑视, 贬损
"
disparaging,"a. 蔑视的, 轻视的, 毁谤的"
disparity,"n. 不一致
"
dispassionate,"a. 冷静的, 不带感情的"
dispatch,"vt. 派遣
n. 派遣, 急件
"
dispel,"vt. 驱散, 驱逐"
dispense,"vt. 分发, 分配
vi. 特许, 豁免"
disperse,"vt. 分散, 传播, 散开
vi. 分散
a. 分散的
"
disposal,"n. 丢掉, 处理, 排列, 销毁, 布置
"
disposition,"n. 性情, 处置, 处理, 布置
"
disqualify,"vt. 使不适合, 取消...资格"
disruption,"n. 分裂, 崩溃, 瓦解"
dissatisfaction,"n. 不满, 不平"
dissect,"v. 解剖, 切开"
disseminate,"vt. 散播, 传播, 宣传
vi. 广为传播"
dissent,"n. 异议
vi. 持异议, 不同意"
dissenter,"n. 持异议者, 不同意者, 不顺从国教者"
dissertation,n. 论文
dissipate,"vt. 散失, 驱散, 浪费
vi. 消散, 放荡"
dissociate,"v. 把...分开, 分离, 游离, 分裂"
dissuade,"vt. 劝阻
"
distaste,"n. 讨厌, 嫌恶"
distill,"vt. 蒸馏
vi. 滴下"
distinctive,"a. 有特色的, 出众的"
distinguishable,"a. 区别得出的, 辩认得出的, 可辨别的"
distinguished,"a. 卓著的, 著名的"
distorted,a. 歪曲的；受到曲解的
distortion,"n. 扭曲, 变形, 曲解
"
distribution,"n. 分配
"
distrustful,"a. 不信任的, 怀疑的, 可疑的"
diverge,"vi. 分歧, 岔开
vt. 使岔开"
divergence,"n. 分歧
"
divergent,"a. 有分歧的
"
diversification,"n. 变化, 多样化
"
diversify,"vt. 使多样化, 使变化"
diversity,"n. 差异, 多样性
"
dodge,"v. 避开, 躲避
n. 诡计, 躲藏"
dogmatic,"a. 教条的, 武断的"
domesticate,"vt. 养驯, 引进(外来词等), 教化"
dormant,"a. 睡眠状态的, 静止的
"
downhearted,"a. 垂头丧气的, 无精打采的, 沮丧的"
drain,"n. 排水沟, 消耗, 排水
vt. 排出, 喝光, 耗尽
vi. 排水, 流干"
dreadful,a. 可怕的
dreary,a. 沉闷的
drowsy,"a. 昏昏欲睡的
"
drudgery,"n. 苦差事, 苦工"
dwarf,"n. 矮子, 侏儒
v. (使)变矮小"
dwindle,"vi. 减少, 缩小, 衰落
vt. 使缩小"
dynamical,"a. 动力的, 动态的, 动力学的, (褒)有生气的, 有力的, 能动的, 精悍的, 机能上的
n. 动力, 动态, 原动力
"
eccentric,"n. 怪人, 偏心圆
a. 古怪的, 反常的, 不同圆心的"
eclipse,"n. 日食, 月食, (地位名誉等的)消失
vt. 引起日食, 引起月食, 使黯然失色"
ecological,"a. 生态学的, 主张生态保护的
"
ecologist,n. 生态学者
edify,"vt. 启迪, 熏陶, 教诲"
elevation,"n. 海拔, 提高, 仰角
"
elicit,"vt. 引出, 推导出, 引起"
eligible,"a. 有资格当选的, 合格的
n. 有资格者, 合格者, 适任者"
elite,"n. 精华, 精锐, 中坚分子"
elusive,"a. 难懂的, 易忘的, 难以捉摸的"
emancipate,"vt. 释放, 解放"
embezzlement,"n. 盗用, 挪用, 侵占
"
emblem,"n. 象征, 徽章, 符号
vt. 用象征表示"
embody,"vt. 具体表达, 使具体化
"
eminence,"n. 显赫, 名家, 高处
"
emission,"n. 发射, 射出, 发行
"
emphatic,"a. 语调强的, 着重的, 强调了的"
emulate,"vt. 效法, 尽力赶上, 同...竞争
"
enchant,"vt. 施魔法, 使入迷"
enclose,"vt. 围绕, 圈起, 放入封套, 附上"
encode,"vt. 把(电文、情报等)译成密码
"
encroach,"vi. 侵犯, 侵蚀, 蚕食
"
endeavor,"n. 努力, 尽力
vi. 努力, 尽力"
endorse,"vt. 支持, 赞同, 背书于, 签署
"
endowment,"n. 捐助, 天赋, 才能
"
enervate,"vt. 使衰弱
a. 衰弱的, 无力的"
engaging,"a. 动人的, 迷人的, 有魅力的"
engrave,"vt. 刻上, 雕刻, 铭记"
engross,"vt. 用大字体书写, 独占(市场), 使全神贯注
"
enlist,"vt. 征募, 参与, 谋取
vi. 从军, 应募, 赞助"
enmity,"n. 敌意, 憎恨"
enrage,"vt. 激怒, 使暴怒"
ensue,"vi. 跟着发生, 继起
vt. 追求"
enthrall,"vt. 迷惑, 奴役, 迷住"
entice,"vt. 诱骗, 引诱, 怂恿"
entreat,"v. 恳求, 乞求"
entrust,"vt. 信托, 交托, 委托
"
enunciate,"vt. 明确地叙述, 表明
vi. 发音"
equilibrium,"n. 平衡, 平静, 均衡
"
eradicate,"vt. 根除, 扑灭, 根绝, 消灭"
erode,"vt. 腐蚀, 侵蚀
vi. 受腐蚀"
errand,"n. 任务, 差使, 使命"
errant,"a. 周游的, 离开正道的, 不定的"
erratic,"n. 古怪的人, 漂泊无定的人
a. 不稳定的, 奇怪的"
erroneous,"a. 错误的, 不正确的
"
esteem,"n. 尊敬, 尊重
vt. 尊敬, 尊重, 认为"
estrange,"vt. 使疏远, 离间, 使离开"
ethical,"a. 伦理的, 民族的, 民族特有的
"
etiquette,"n. 礼仪, 礼节, 成规
"
evaporation,"n. 蒸发, 脱水, 消失
"
evasive,"a. 逃避的, 回避的, 托辞的
"
evidently,"adv. 明显地, 根据现有证据来看"
exaggeration,"n. 夸张, 夸大的事物, 夸大之词"
exalt,"vt. 提升, 提高, 赞扬, 使得意
vi. 使人兴奋, 使人得意"
exalted,"a. 高尚的, 尊贵的, 高位的, 兴奋的"
exasperate,"vt. 使恼怒, 激怒, 恶化
a. 糙面的, 恼怒的, 激怒的"
exclusion,"n. 排除, 除外, 逐出
"
exclusively,"adv. 排他地, 仅仅, 专门, 只, 仅, 唯一地, 专有地"
excursion,"n. 远足, 游览圆, 短程旅行
"
execution,"n. 实行, 完成, 执行, 死刑
"
exert,"vt. 发挥, 运用, 施以影响
"
exhausted,a. 耗尽的；疲惫的
exhaustive,"a. 消耗的, 枯竭的, 彻底的, 详尽的"
exhilarate,"vt. 使高兴, 使愉快, 鼓励"
exhilarating,"a. 令人喜欢的, 使人愉快的, 爽快的"
exhilaration,"n. 令人高兴, 愉快"
exhort,"v. 劝诫, 忠告"
exhortation,"n. 劝告, 训词, 讲道词"
exile,"n. 放逐, 流放, 被放逐者
vt. 放逐, 流放, 使背井离乡"
expedient,"n. 权宜之计
a. 权宜的, 方便的, 有用的"
expeditious,"a. 迅速的, 敏捷的"
exploitation,"n. 开发, 开采, 剥削
"
expulsion,"n. 逐出, 开除, 驱逐, 排气
"
exquisite,"a. 精致的, 细腻的, 敏锐的"
exterminate,"vt. 扑灭, 消灭, 根绝"
extinct,"a. 熄灭的, 灭绝的, 耗尽的
"
extradition,"n. 引渡逃犯, 亡命者送还本国
"
extraneous,"a. 外来的, 非必要的, 无关的
"
eyewitness,"n. 目击者, 见证人"
facile,"a. 容易的, 灵巧的, 温和的"
factitious,"a. 人为的, 人工的, 不自然的
"
fallacious,"a. 使人误解的, 谬误的, 不合理的, 骗人的"
fallacy,"n. 错误的观念(或信念), 谬见, 谬论
"
fallible,"a. 易错的, 可能犯错的"
falter,"vt. 支吾地说
vi. 支吾, 蹒跚地走
n. 颤抖, 支吾, 踌躇"
fanatic,"n. 狂热者, 盲信
a. 狂热的, 盲信的"
fanatical,"a. 狂热的, 盲信的"
fanciful,"a. 奇怪的, 稀奇的, 想像的"
favorable,"a. 有利的, 赞许的, 良好的"
feign,"vt. 假装, 装作
vi. 作假"
feminism,"n. 女权主义, 男女平等主义
"
ferocious,"a. 残忍的, 凶猛的, 可怕的"
ferocity,"n. 凶猛, 残忍, 狂暴的行为"
fertile,"a. 可繁殖的, 肥沃的, 生产多的
"
feudalism,"n. 封建主义, 封建制度"
fiasco,"n. 惨败, 大失败"
fidelity,"n. 忠实, 诚实, 忠诚, 保真度
"
fiery,"a. 炽热的, 热烈的, 暴躁的"
filial,"a. 子女的, 当做子女的, 孝顺的
"
finalize,"vt. 使结束, 定稿
vi. 定局"
fiscal,"a. 财政的, 国库的
"
flabby,"a. 软弱的, 没气力的, 不稳的, 松弛的"
flagrant,"a. 极端明显的, 不能容忍的, 恶名昭著的
"
flake,"n. 小薄片, 扁薄的一层, 火星, 晒鱼架子
vt. 使成薄片
vi. 剥落"
flamboyant,"a. 火焰似的, 辉耀的, 华丽的"
flattery,"n. 谄媚, 阿谀, 巴结"
flaunt,"n. 炫耀, 飘扬
v. 炫耀, 飘扬"
flexibility,"n. 弹性, 适应性
"
flicker,"n. 闪烁, 闪光, 颤动
vi. 闪动, 闪烁, 摇动, 扑动翅膀
vt. 使摇曳, 使闪烁"
flip,"vt. 掷, 弹, 轻击, 空翻
vi. 用指轻弹, 抽打, 蹦跳
n. 抛, 弹, 筋斗
a. 无礼的
"
florid,"a. 华丽的, 红润的
"
flounder,"vi. 挣扎, 折腾；错乱地做事或说话"
fluctuation,"n. 变动, 波动, 动摇
"
flunk,"n. 失败, 不及格
vi. 失败, 考试不及格, 放弃
vt. 使不及格"
flutter,"n. 摆动, 鼓翼, 烦扰
vi. 摆动, 鼓翼, 烦扰
vt. 拍(翅), 使焦急
"
foil,"n. 箔, 烘托, 衬托
vt. 贴箔于, 衬托, 阻止, 挡开, 挫败"
forbear,"v. 忍耐, 克制, 容忍
n. 祖先"
forerunner,"n. 先驱, 前兆"
foresight,"n. 远见, 深谋远虑
"
forestall,"vt. 预先阻止, 先...一步行动, 占先一步, 垄断, 阻碍
"
forfeit,"n. 没收物, 罚金, 丧失
vt. 没收, 丧失
a. 丧失了的"
formality,"n. 礼节, 拘谨, 正式手续
"
forsake,"vt. 放弃, 断念, 抛弃
"
fortitude,"n. 刚毅, 坚毅, 不屈不挠"
fractious,"a. 易怒的, 倔强的, 脾气不好的"
fracture,"n. 破碎, 骨折
v. (使)破碎, (使)破裂"
fragility,"n. 脆弱, 虚弱
"
fragrance,"n. 芬芳, 香味"
frail,"a. 脆弱的, 虚弱的, 意志薄弱的
n. 少女, 少妇, 灯心草篓"
frantic,"a. 狂乱的, 疯狂的"
fraudulent,"a. 欺诈的, 不正的, 不诚实的
"
frenzied,"a. 狂热的, 狂乱的, 激怒的"
fret,"n. 烦躁, 磨损, 焦急, 网状饰物
vi. 烦恼, 不满, 磨损
vt. 使烦恼, 腐蚀, 使磨损, 使起波纹"
fretful,"a. 烦燥的, 焦噪的, 起波纹的"
frill,"n. (衣饰上的)皱边, 皱边纸饰
vi. 起边皱
vt. 折成皱边"
fritter,"vt. 浪费, 细切, 剁碎
n. 细片, 屑"
frugal,"a. 节俭的, 朴素的"
fulfillment,"n. 履行, 结束, 完成, 实现, 满意, 称心"
funnel,"n. 漏斗, 漏斗状的东西, 烟囱
"
furtive,"a. 秘密的, 隐密的, 偷偷摸摸的"
fury,"n. 愤怒, 狂暴, 狂怒的人
"
fusion,"n. 熔合物, 结合, 熔合
"
fussy,"a. 易怒的, 爱挑剔的, 难取悦的, 易烦恼的"
futile,"a. 无用的, 琐细的, 不重要的"
futility,"n. 无用, 无益, 无价值"
gainful,"a. 有利益的, 唯利是图的"
gallant,"a. 英勇的, 壮丽的, 华丽的"
gaunt,"a. 瘦削的, 憔悴的, 荒凉的"
generalize,"vt. 一般化, 概括, 推广
vi. 形成概念, 笼统讲"
generosity,"n. 慷慨, 宽大"
genetics,"n. 遗传学
"
genial,"a. 和蔼的, 亲切的, 友善的
"
gingerly,"adv. 小心翼翼地, 慎重地
a. 慎重的, 谨慎的"
gleam,"n. 光束, 微光, 反光
vi. 闪烁, 隐约地闪现
vt. 使发微光, 使闪烁"
glimmer,"n. 一丝光线, 微光, 少许
vi. 发微光"
glisten,"vi. 闪亮, 辉耀
n. 闪光, 闪耀"
glorification,n. 美化了的东西
glossary,"n. 专业词典, 术语集, 词表
"
gregarious,"a. 社交的, 群居的"
grievance,"n. 委屈, 冤情, 苦况
"
grievous,"a. 痛苦的, 严重的, 充满悲伤的
"
grim,"a. 冷酷的, 坚强的, 残忍的, 可怕的, 讨厌的"
grinding,"a. 刺耳的, 沉重的, 剧烈的
"
grudge,"n. 怨恨, 恶意
vt. 怀恨, 嫉妒, 吝惜"
grumble,"n. 怨言, 满腹牢骚
vi. 抱怨, 发牢骚, 发隆隆声
vt. 抱怨"
gush,"n. 涌出, 滔滔不绝地讲话
v. 涌出, 迸出, 滔滔不绝的讲话"
habituate,"vt. 使习惯于, 使熟习于"
haggard,"n. 野鹰
a. 憔悴的, 形容枯槁的, 野性的"
haphazard,"n. 偶然性, 偶然事件
a. 无计划的, 偶然的, 随便的
adv. 偶然地"
harass,"vt. 使困扰, 使烦恼, 折磨"
harmonious,"a. 和睦的, 调和的, 和谐的, 协调的"
hasten,"vt. 催促, 加紧
vi. 赶快, 急忙"
haunt,"n. 常到的地方, 生息地
vt. 常到, 出没于, 萦绕于
vi. 出没, 作祟"
havoc,"n. 大破坏, 蹂躏
vt. 严重破坏"
hazardous,"a. 危险的, 冒险的, 碰运气的
"
headway,"n. 前进, 航行速度, 进展
"
heave,"n. 举, 抛, 起伏, 鼓起
vt. 用力举起, 使举起, 使鼓起
vi. 抛出, 起伏, 喘息, 凸起"
herald,"n. 使者, 传令官, 先驱
vt. 预报, 宣布, 传达, 欢呼"
herbivorous,"a. 食草的
"
hereditary,"a. 世袭的, 遗传的
"
heredity,"n. 遗传, 形质遗传
"
heresy,"n. 异端, 异教
"
heretical,"a. 异教的, 异端的"
